Week,Year,Month,Day,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,IntLoc,code_dz,code_vcts,code_fg,code_tsra,code_bcfg,code_ts,code_ra,code_br,code_hz,code_fg+,species_CULEX ERRATICUS,species_CULEX PIPIENS,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_CULEX SALINARIUS,species_CULEX TARSALIS,species_CULEX TERRITANS,species_UNSPECIFIED CULEX
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3675.0897088891493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,2013,7,19,96,74,85,69,75.0,0.0,20.817652995433725,433,1923,0.098321956210063,29.163617854840183,29.820911735022836,13.390882649771688,24,13.909117350228314,3675.7184569675924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,2007,9,4,90,69,80,61,68.28120020186245,0.0,15.562400403724894,520,1821,0.0,29.302812002018623,29.954375995962753,5.537440242234938,19,6.124960161489959,3663.2413433300408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31,2013,8,1,82,61,72,54,62.0,0.0,7.0,445,1911,0.0,29.29,29.95,6.2,29,7.1,3651.7755586455055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,2007,8,1,92,69,81,62,69.0,0.0,16.0,445,1911,0.0,29.29,30.0,3.5,9,4.1,3686.2771218999874,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,2007,8,22,90,70,80,70,73.0,0.0,15.0,506,1843,0.88,29.29,29.93,5.1,21,8.4,3655.2280800617023,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
34,2007,8,24,80,69,75,67,69.0,0.0,10.0,509,1840,0.2302580435195565,29.122177445600553,29.817564510879887,5.7269353263966725,25,7.148709782402217,3676.130893395797,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
29,2013,7,19,96,73,85,69,75.0,0.0,20.05168410824184,433,1923,0.30130371131591216,29.136808943788466,29.82474157945879,13.352584205412093,24,13.947415794587908,3674.787868161418,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
37,2007,9,12,66,46,56,42,49.22578955215063,8.22578955215063,0.0,528,1809,0.0,29.413547373129038,30.117742104478488,1.8225789552150629,3,5.690315820860253,3678.178261484858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32,2013,8,8,79,69,74,55,62.0,0.0,9.0,452,1903,0.0,29.33,29.96,10.5,5,10.8,3663.4421974330266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3670.2963405417495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,2009,8,16,85,61,73,56,63.652340508256515,0.0,8.695318983486986,474,1850,0.0,29.404121272045888,30.07695318983487,4.3158088043106,17,5.696085321466918,3679.290719514889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2007,8,15,81,72,77,69,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6,7.1,3667.231650779633,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
36,2011,9,10,87,66,76,60,66.33162500698464,0.0,11.775500009312868,526,1811,0.007397916705470291,29.24,29.89556124997672,8.430616662631087,22,8.900512497904606,3673.6963645178175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30,2009,7,24,83,61,72,59,64.04603656722747,0.0,7.046036567227483,437,1918,0.13831199253499238,29.081994917913192,29.830306910448183,8.904603656722749,23,9.796930895518168,3683.263803365045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,2009,8,22,83,58,71,59,64.16361054164155,0.0,6.0,514,1831,0.0,29.332090973645894,30.054181947291788,7.218123718693472,23,7.715408711413739,3687.475435909179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,2013,8,1,81,61,71,56,62.0,0.0,6.1303531300432645,445,1911,0.0,29.237821187802595,29.95,7.417505617939428,29,7.708752808969713,3678.00330751388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2013,7,23,84,61,73,55,63.05302310830345,0.0,8.256557982190342,436,1919,0.01017674369434482,29.345222327744885,30.003186979006014,4.877823150589792,23,5.935348738868964,3672.9194162671724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2013,9,12,82,62,72,59,64.0,0.0,7.0,528,1809,0.05,29.28,29.98,7.0,35,9.4,3683.7840446919145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,2007,9,4,89,63,76,60,66.0,0.0,11.0,520,1822,0.0,29.28,30.0,2.8,22,4.3,3680.716862267976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,2007,9,8,80,60,70,53,60.742902855298226,3.911256542227158,9.612070975793149,524,1815,0.0,29.375187609037123,30.01387929024207,4.444371728886421,12,6.3957911578267765,3663.361321592194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,2007,8,24,80,69,75,67,69.0,0.0,10.0,509,1840,0.23915963372054555,29.11105045784932,29.819789908430142,5.793697252904091,25,7.104201831397273,3684.497192928272,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,2007,8,7,90,72,81,72,75.93113738285335,0.0,16.965568691426686,451,1903,1.2679938035405562,29.0641317570288,29.761721565428672,6.038172849705423,24,8.910478597709382,3682.9760415347937,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
33,2007,8,15,78,69,74,66,69.33747664948105,0.0,9.229127749135081,481,1852,0.3700352063564234,29.2854174450173,29.91433395601384,4.124155769757824,3,6.324155769757823,3655.193882400035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3674.2741281600647,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,2007,8,24,80,69,75,67,69.0,0.0,10.0,509,1840,0.2354095551483026,29.11573805606462,29.818852388787075,5.76557166361227,25,7.122952224258487,3680.271058149464,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3670.1069580586764,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
35,2013,8,29,88,67,78,64,69.0,0.0,13.0,514,1832,0.0,29.322314582852933,30.00538363102101,4.038491069369694,10,4.653836310210101,3678.979828766153,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
35,2009,8,24,82,60,72,60,64.73968905883781,0.0,7.0,511,1836,0.0,29.39086770313721,30.040867703137213,7.675253741210749,20,8.088055149047696,3657.41979438412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,2009,8,25,82,59,71,61,65.0,0.0,6.387972754397887,510,1839,0.0,29.353278365263872,30.046120272456022,8.789621796481693,21,8.967216347361267,3677.0432526966906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,2007,8,15,81,72,77,69,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6,7.1,3670.730322768173,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
32,2007,8,7,87,73,81,72,74.26739130879888,0.0,16.133695654399435,451,1903,0.2531086983673122,29.163956521472066,29.803315217280026,2.1283695756773504,6,6.747608701438534,3656.6280635335447,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
34,2007,8,24,81,69,75,67,69.0,0.0,10.0,509,1840,0.2,29.16,29.81,5.5,25,7.3,3664.463159855507,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
32,2013,8,8,79,69,74,55,62.0,0.0,9.0,452,1903,0.0,29.33,29.96,10.5,5,10.8,3658.1136170287014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2013,8,8,79,69,74,55,62.0,0.0,9.0,452,1903,0.0,29.33,29.96,10.5,5,10.8,3665.683000018917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2007,8,24,81,69,75,67,69.0,0.0,10.0,509,1840,0.2,29.16,29.81,5.5,25,7.3,3657.9878223817186,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
34,2007,8,22,90,70,80,70,73.0,0.0,15.0,506,1843,0.88,29.29,29.93,5.1,21,8.4,3648.639177378476,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
33,2007,8,15,81,72,77,69,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6,7.1,3667.233338279163,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
36,2007,9,10,72,53,63,48,55.23576874987439,6.519899013217393,4.684635197256034,526,1812,0.0,29.418664983553626,30.063153648027438,3.1400504933913034,8,6.192896743416425,3667.807377453466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,2013,8,8,78,65,72,56,62.0,0.0,7.0,452,1903,0.0,29.26,29.98,8.6,5,9.3,3682.2752470056935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30,2009,7,26,83,64,74,60,66.40161683600347,0.0,9.40161683600348,439,1917,0.07787065311972155,29.18905658926012,29.84102425254005,9.050404209000869,23,9.6,3660.922024057365,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,2007,8,24,80,69,75,67,69.0,0.0,10.0,509,1840,0.24,29.11,29.82,5.8,25,7.1,3684.593136273509,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,2013,8,29,89,66,78,64,69.0,0.0,13.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,3688.342884590752,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
34,2011,8,6,90,72,81,66,71.9519759094379,0.0,16.54237109132548,516,1828,0.0,29.20867233726787,29.9063841927245,4.142231086492025,21,6.580790363775162,3684.8635304657487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2007,8,16,77,66,72,62,66.78798821131535,0.0,7.202001964780776,500,1851,0.0,29.3562602554215,29.9762602554215,4.0252051084300176,7,6.043403340127321,3649.8170664848876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2013,9,6,85,62,74,55,63.0,0.0,9.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,3674.116199076208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3663.519395641821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,2007,8,21,85,69,77,70,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17,6.0,3671.824138645291,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,2011,8,13,82,61,72,60,65.13106182824039,0.0,7.413827285300492,469,1855,0.0,29.208689381717598,29.925861727146998,6.886172714699508,17,7.566873991701675,3687.1007981437065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2013,9,12,83,63,73,58,64.0,0.0,8.0,528,1809,0.06,29.34,29.97,6.8,34,9.8,3661.4837670357533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,2011,9,12,86,64,75,59,65.0,0.0,10.0,528,1809,0.0,29.23897681277328,29.90017053120445,9.222169056578887,23,9.327284992712482,3676.888093460823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,2013,8,8,79,69,74,55,62.0,0.0,9.0,452,1903,0.0,29.33,29.96,10.5,5,10.8,3664.446510006712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37,2011,9,13,78,58,68,53,59.918170840283004,3.6702099486845046,7.176761577934996,529,1806,0.0,29.338813344772273,30.021399252148797,6.997874030789295,18,7.606056946760996,3680.3458164696294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2013,8,29,87,69,78,65,69.0,0.0,13.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,3670.144834911477,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
34,2007,8,21,85,69,77,70,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17,6.0,3669.7426590207037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,2007,8,21,85,69,77,70,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17,6.0,3658.84192687514,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31,2011,8,8,82,67,75,63,67.95828325686854,0.0,10.13093807339101,452,1885,0.028273451834775237,29.240417167431318,29.93,5.82503004587888,11,6.760139793583036,3677.551906313429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3663.381463704124,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,2013,9,12,83,63,73,58,64.0,0.0,8.0,528,1809,0.06,29.34,29.97,6.8,34,9.8,3659.8915047159167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2013,8,29,87,69,78,65,69.0,0.0,13.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,3657.0588955293156,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
35,2013,8,29,89,66,78,64,69.0,0.0,13.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,3687.252565911383,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,68,73,67,69.0,0.0,8.0,506,1843,0.23,29.36,30.05,1.5,23,7.0,3685.330169589069,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
37,2013,9,12,82,62,72,59,64.0,0.0,7.0,528,1809,0.05,29.28,29.98,7.0,35,9.4,3682.4557958433506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3666.966285819782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,2013,8,8,78,65,72,56,62.0,0.0,7.0,452,1903,0.0,29.26,29.98,8.6,5,9.3,3683.949448862865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2007,8,21,85,69,77,70,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17,6.0,3670.767049025486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,2007,8,24,81,69,75,67,69.0,0.0,10.0,509,1840,0.2,29.16,29.81,5.5,25,7.3,3668.82868893308,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
35,2013,8,29,89,66,78,64,69.0,0.0,13.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,3683.243326016749,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
38,2011,9,23,62,48,55,44,49.0,10.0,0.0,540,1748,0.0,29.33,30.06,5.9,36,7.0,3683.4575058215632,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,2013,8,8,79,69,74,55,62.0,0.0,9.0,452,1903,0.0,29.33,29.96,10.5,5,10.8,3655.930368011419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,2007,8,15,80,71,76,67,70.0,0.0,11.0,459,1854,0.23,29.17,29.89,3.4,7,5.8,3688.2653424078862,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
31,2007,8,1,91,72,81,65,71.66395989561464,0.0,16.663959895614642,445,1910,0.0,29.31504060156578,29.95504060156578,5.760711770352215,21,6.611929817325626,3658.3031999140944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,2007,8,21,85,69,77,70,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17,6.0,3664.393755170327,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
36,2013,9,6,86,57,72,58,64.0,0.0,7.0,522,1819,0.0,29.38,30.11,4.7,20,6.0,3687.628031422325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2007,9,5,91,72,82,62,69.0,0.0,17.0,521,1821,0.0,29.31,29.94,6.4,19,6.7,3669.024148963879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2013,9,6,85,62,74,55,63.0,0.0,9.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,3673.709200247026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2013,9,12,82,62,72,58,64.0,0.0,7.884343427971287,528,1809,0.05884343427971288,29.33306060567828,29.971156565720285,6.8231313144057415,34,9.753737371188516,3668.9659931704714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2007,8,7,87,73,81,72,74.30348582590611,0.0,16.151742912953054,451,1903,0.275126353802724,29.161790850445637,29.80241285435235,2.2131916908793463,7,6.794531573677936,3656.1618442164345,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
33,2013,8,15,74,56,65,51,58.0,0.0,0.597808013401514,459,1854,0.0,29.441846560938107,30.13,4.379342404020454,22,4.959780801340153,3668.5988949354787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2007,8,7,90,73,82,72,75.32947840982169,0.0,17.329478409821693,451,1903,0.07005782385267463,29.133468255656236,29.76346825565624,4.690748183572062,17,7.995374091786032,3666.85389950376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2013,9,12,83,63,73,58,64.0,0.0,8.0,528,1809,0.06,29.34,29.97,6.8,34,9.8,3673.381996006369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,2007,8,15,81,72,77,69,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6,7.1,3667.5408336878736,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
35,2013,8,29,87,69,78,65,69.0,0.0,13.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,3656.5022662057795,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
34,2007,8,24,80,69,75,67,69.0,0.0,10.0,509,1840,0.24,29.11,29.82,5.8,25,7.1,3684.069772779287,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,2007,8,15,80,71,76,67,70.0,0.0,11.0,459,1854,0.23,29.17,29.89,3.4,7,5.8,3686.350057879031,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,68,73,67,69.0,0.0,8.0,506,1843,0.23,29.36,30.05,1.5,23,7.0,3680.5628941921113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,2013,8,8,78,66,72,55,62.0,0.0,7.6773146421105505,452,1903,0.0,29.283706012473868,29.973226853578897,9.243448910005023,5,9.807985981582911,3681.836695054058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2013,7,24,81,58,70,52,60.57601315989517,0.0,5.5376122825688245,437,1918,0.022272508849279844,29.378863745575362,30.04155180698821,3.1070492996592525,23,4.28784886099608,3674.3033397882787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,2007,8,15,80,71,76,67,70.0,0.0,11.0,459,1854,0.23,29.17,29.89,3.4,7,5.8,3686.724276214507,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
33,2013,8,15,74,57,66,50,58.0,0.0,1.0,459,1854,0.0,29.47,30.13,4.5,22,5.0,3671.450603164605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2007,8,15,80,71,76,67,70.0,0.0,11.0,459,1854,0.23,29.17,29.89,3.4,7,5.8,3684.419272850893,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
37,2013,9,12,82,62,72,59,64.0,0.0,7.0,528,1809,0.05,29.28,29.98,7.0,35,9.4,3682.974265866967,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
32,2007,8,7,90,72,81,72,75.81986031631943,0.0,16.909930158159714,451,1903,1.2001147929548568,29.07080838102083,29.764503492092015,5.776671743350677,23,8.765818411215268,3681.430517571759,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
30,2011,7,10,84,70,77,67,71.0,0.0,12.413690620671218,445,1910,0.035863093793287816,29.20717261875866,29.92434523751732,3.8303571255194537,12,5.782738124134244,3689.33170030476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.0,0.0,8.0,506,1843,0.36,29.42,30.05,2.5,24,7.0,3673.3083046352917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,2013,8,29,89,66,78,64,69.0,0.0,13.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,3683.914173540098,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
34,2007,8,21,85,69,77,70,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17,6.0,3663.9064427605135,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34,2007,8,21,85,69,77,70,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17,6.0,3662.8419500260247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35,2011,9,1,93,71,82,71,75.0,0.0,17.0,517,1827,0.0,29.2,29.91,5.2,21,5.9,3684.333903707927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,2011,9,23,62,48,55,44,49.0,10.0,0.0,540,1748,0.0,29.33,30.06,5.9,36,7.0,3683.2848134736737,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,2007,8,7,91,72,82,73,76.0,0.0,17.0,451,1904,1.31,29.06,29.76,6.2,25,9.0,3687.3968255281206,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
33,2013,8,15,75,55,65,53,58.0,0.0,0.0,459,1854,0.0,29.4,30.13,4.2,24,4.9,3684.051865308844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2009,8,25,82,59,71,61,65.0,0.0,6.083223066208071,510,1839,0.0,29.33499338397248,30.04916776933792,9.033421547033543,21,9.150066160275156,3685.652821088729,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,2011,8,5,90,73,82,67,72.4925558564432,0.0,17.218475103069242,517,1827,0.0,29.190963230134958,29.90233363390183,4.4888788699390565,22,6.838134455583376,3689.1812306437346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2007,8,15,81,72,77,69,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6,7.1,3666.9204517592293,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
31,2013,8,1,81,61,71,54,62.0,0.0,6.931246093577513,445,1911,0.0,29.285874765614647,29.95,6.2962554689914825,29,7.148127734495741,3649.6991763966084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2013,8,8,79,69,74,55,62.0,0.0,9.0,452,1903,0.0,29.33,29.96,10.5,5,10.8,3665.106797459406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,2007,8,22,90,70,80,70,73.0,0.0,15.0,506,1843,0.88,29.29,29.93,5.1,21,8.4,3654.473085687396,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
34,2013,8,22,78,67,73,66,68.87774940486263,0.0,8.0,506,1843,0.2458925773678588,29.367335035708237,30.05,1.6222505951373751,23,7.0,3680.176579716203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,2007,8,22,90,70,80,70,73.0,0.0,15.0,506,1843,0.88,29.29,29.93,5.1,21,8.4,3650.8507646749786,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
31,2013,8,1,81,61,71,54,62.0,0.0,6.826464609492183,445,1911,0.0,29.279587876569533,29.95,6.442949546710943,29,7.221474773355472,3678.357704022343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2013,9,12,82,62,72,58,64.0,0.0,7.557688691185452,528,1809,0.05557688691185453,29.313461321471127,29.97442311308815,6.88846226176291,34,9.623075476474181,3673.238935207813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,2007,8,28,90,69,80,65,70.0,0.0,15.0,513,1834,0.0,29.34,29.98,7.8,21,8.3,3650.8056820030797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,2013,9,12,82,62,72,58,64.0,0.0,7.0281546986745145,528,1809,0.05028154698674515,29.281689281920467,29.97971845301325,6.994369060265098,34,9.411261879469807,3681.4144300696166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2007,8,15,81,72,77,69,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6,7.1,3661.621605558233,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
33,2007,8,17,80,65,73,54,62.0,0.0,8.0,501,1851,0.0,29.46,30.08,6.1,31,7.4,3650.551434871217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,2007,8,22,90,70,80,70,73.0,0.0,15.0,506,1843,0.88,29.29,29.93,5.1,21,8.4,3658.181388523687,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
35,2011,9,1,92,75,83,69,74.14214221648251,0.0,18.715715567034977,517,1826,0.0,29.18284284432965,29.89284284432965,4.942642664944754,21,7.186786675276233,3688.3401395897,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,2013,8,8,78,66,72,55,62.0,0.0,7.609806248770129,452,1903,0.0,29.28134321870695,29.973901937512302,9.17931593633162,5,9.757354686577596,3681.738683955368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2011,9,23,62,48,55,44,49.0,10.0,0.0,540,1748,0.0,29.33,30.06,5.9,36,7.0,3680.259390810872,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,2007,8,1,91,69,80,63,70.0,0.0,15.0,445,1911,0.0,29.34,29.98,2.1,13,3.7,3655.9337266634093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,2007,9,4,89,65,77,60,66.89357819517063,0.0,12.787156390341268,520,1821,0.0,29.288935781951707,29.98212843609659,3.87229383420476,21,5.0148625561365066,3675.1540203462323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,2013,8,15,74,55,65,52,58.0,0.0,0.21995191295995653,459,1854,0.0,29.4153966339072,30.13,4.265985573887988,23,4.921995191295997,3677.187917720253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2007,8,22,90,70,80,70,73.0,0.0,15.0,506,1843,0.88,29.29,29.93,5.1,21,8.4,3652.803460758443,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
33,2007,8,15,81,72,77,69,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6,7.1,3677.702854326192,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
